query,place_url,place_title,category,address,website,phone,plus_code,rating,reviews,price_range,description,latitude,longitude,sunday,monday,tuesday,wednesday,thursday,friday,saturday,place_id,status,timestamp,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Image 11,Image 12,Image 13,Image 14,Image 15,Image 16,Image 17,Image 18,Image 19,Image 20
ac maintenance  for cars automobile Qatar Ezghawa Wakrah Side,"https://www.google.com/maps/place/Mannai+ACDelco+Service+and+Parts-+Wakra+%28GMC,+Cadillac,+Subaru+and+ACDelco%29/data=!4m7!3m6!1s0x3e45cb2cf7185653:0xa192d9be8cfff1be!8m2!3d25.1559348!4d51.5997584!16s%2Fg%2F11h3k57jzy!19sChIJU1YY9yzLRT4RvvH_jL7ZkqE?authuser=0&hl=en&rclk=1","Mannai ACDelco Service and Parts- Wakra (GMC, Cadillac, Subaru and ACDelco)",notavailable,"Abdul Rahman Bin Jasim St, Al Wakrah",mannaiautos.com,4455 8000,0x3e45cb2cf7185653:0xa192d9be8cfff1be,4.6,40,notavailable,notavailable,25.1559348,51.5997584,8 AM-3 PM8-11 PM,8 AM-3 PM8-11 PM,8 AM-3 PM8-11 PM,8 AM-3 PM8-11 PM,8 AM-3 PM8-11 PM,Closed,8 AM-3 PM8-11 PM,0x3e45cb2cf7185653:0xa192d9be8cfff1be,success,2026-03-03T03:00:21.976Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Wakrah Corniche,https://www.google.com/maps/place/MECH+PRO+mechanical+professionals/data=!4m7!3m6!1s0x3e45cd58362d2fa5:0xa241e3b044cd1da0!8m2!3d25.1478324!4d51.6004693!16s%2Fg%2F11h_v89hm5!19sChIJpS8tNljNRT4RoB3NRLDjQaI?authuser=0&hl=en&rclk=1,MECH PRO mechanical professionals,notavailable,"4JX2+45Q, Al Wakrah",notavailable,3032 9094,0x3e45cd58362d2fa5:0xa241e3b044cd1da0,4.2,70,notavailable,notavailable,25.1478324,51.6004693,8:30 AM-10 PM,8:30 AM-12:30 PM3:30-9 PM,8:30 AM-12:30 PM3:30-9 PM,8:30 AM-12:30 PM3:30-9 PM,8:30 AM-12:30 PM3:30-9 PM,8:30 AM-12:30 PM3:30-9 PM,8:30 AM-12:30 PM3:30-9 PM,0x3e45cd58362d2fa5:0xa241e3b044cd1da0,success,2026-03-03T03:00:46.160Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Wakrah Corniche,https://www.google.com/maps/place/Abdulla+Auto+Electrical+Workshop/data=!4m7!3m6!1s0x3e45cd419b5d5f1b:0xe939ee1acc12e587!8m2!3d25.144941!4d51.5977033!16s%2Fg%2F11h3qq0cjf!19sChIJG19dm0HNRT4Rh-USzBruOek?authuser=0&hl=en&rclk=1,Abdulla Auto Electrical Workshop,notavailable,"Ghasham St, Al Wakrah",notavailable,6612 3341 ext. 66119048,0x3e45cd419b5d5f1b:0xe939ee1acc12e587,4.5,43,notavailable,notavailable,25.144941,51.5977033,7 AM-12:30 PM3:30-9:30 PM,7 AM-12:30 PM3:30-9:30 PM,7 AM-12:30 PM3:30-9:30 PM,7 AM-12:30 PM3:30-9:30 PM,7 AM-12:30 PM3:30-9:30 PM,Closed,7 AM-12:30 PM3:30-9:30 PM,0x3e45cd419b5d5f1b:0xe939ee1acc12e587,success,2026-03-03T03:00:51.553Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Wakrah Corniche,https://www.google.com/maps/place/Expert+Complete+car+services/data=!4m7!3m6!1s0x3e45d1d9cfbb6e07:0x4728f990d97ecfc1!8m2!3d25.1988842!4d51.4354981!16s%2Fg%2F11ybdxxs92!19sChIJB267z9nRRT4Rwc9-2ZD5KEc?authuser=0&hl=en&rclk=1,Expert Complete car services,notavailable,"wakalat street, sanaya Street 19, Doha",beaconseo7666.blogspot.com,5598 4578,0x3e45d1d9cfbb6e07:0x4728f990d97ecfc1,5.0,3,notavailable,notavailable,25.1988842,51.4354981,8 AM-8 PM,8 AM-12 AM,3 AM-12 AM,8 AM-12 AM,8 AM-12 AM,Closed,8 AM-12 AM,0x3e45d1d9cfbb6e07:0x4728f990d97ecfc1,success,2026-03-03T03:01:12.255Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Wakrah Corniche,https://www.google.com/maps/place/ac+repair+and+service+qa/data=!4m7!3m6!1s0x3e45cf7583c535af:0x1855a9fd4c939593!8m2!3d25.2214184!4d51.5618204!16s%2Fg%2F11vc7_73cl!19sChIJrzXFg3XPRT4Rk5WTTP2pVRg?authuser=0&hl=en&rclk=1,ac repair and service qa,notavailable,"Street -850, Doha",facebook.com,3321 8102,0x3e45cf7583c535af:0x1855a9fd4c939593,5.0,10,notavailable,notavailable,25.2214184,51.5618204,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,0x3e45cf7583c535af:0x1855a9fd4c939593,success,2026-03-03T03:01:18.348Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Wakrah Corniche,https://www.google.com/maps/place/Quick+Fix+Auto+Service/data=!4m7!3m6!1s0x3e45cd7333aebae5:0xfc30544077526f1c!8m2!3d25.1634826!4d51.5187784!16s%2Fg%2F11thjvj1zr!19sChIJ5bquM3PNRT4RHG9Sd0BUMPw?authuser=0&hl=en&rclk=1,Quick Fix Auto Service,notavailable,"Ezdan 36, Al Wukair",notavailable,3126 3089,0x3e45cd7333aebae5:0xfc30544077526f1c,5.0,4,notavailable,notavailable,25.1634826,51.5187784,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,Closed,7 AM-10 PM,0x3e45cd7333aebae5:0xfc30544077526f1c,success,2026-03-03T03:01:24.668Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Wakrah Corniche,https://www.google.com/maps/place/CORNER+CITY+AC+COMPRESSOR+CAR+AC+COMPRESSOR/data=!4m7!3m6!1s0x3e45d12c01bf6e27:0x85ff4de255bcfe3e!8m2!3d25.2021974!4d51.4444255!16s%2Fg%2F11lw2srxfb!19sChIJJ26_ASzRRT4RPv68VeJN_4U?authuser=0&hl=en&rclk=1,CORNER CITY AC COMPRESSOR CAR AC COMPRESSOR,notavailable,"industrial area , al wakalat, Street 21",notavailable,3001 7546,0x3e45d12c01bf6e27:0x85ff4de255bcfe3e,5.0,2,notavailable,notavailable,25.2021974,51.4444255,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,Closed,8 AM-10 PM,0x3e45d12c01bf6e27:0x85ff4de255bcfe3e,success,2026-03-03T03:01:30.951Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Wakrah Corniche,https://www.google.com/maps/place/ALTERNATOR+TRADING+AND+CAR+REPAIRS/data=!4m7!3m6!1s0x3e45cd0002a65d85:0xb71b0a55ce559581!8m2!3d25.1614903!4d51.5160694!16s%2Fg%2F11vxy4ysdb!19sChIJhV2mAgDNRT4RgZVVzlUKG7c?authuser=0&hl=en&rclk=1,ALTERNATOR TRADING AND CAR REPAIRS,notavailable,"5G68+JC7, Unnamed Road, Al Wukair",notavailable,5537 2438,0x3e45cd0002a65d85:0xb71b0a55ce559581,5.0,4,notavailable,notavailable,25.1614903,51.5160694,7 AM-1 PM3:30-9 PM,7 AM-1 PM3:30-9 PM,7 AM-1 PM3:30-9 PM,7 AM-1 PM3:30-9 PM,7 AM-1 PM3:30-9 PM,Closed,7 AM-1 PM3:30-9 PM,0x3e45cd0002a65d85:0xb71b0a55ce559581,success,2026-03-03T03:01:37.349Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Wakrah Corniche,https://www.google.com/maps/place/Torrent+auto+a%2Fc/data=!4m7!3m6!1s0x3e45d7016d8ffefd:0x4f0674932a0966cc!8m2!3d25.194187!4d51.4300443!16s%2Fg%2F11pkqnt134!19sChIJ_f6PbQHXRT4RzGYJKpN0Bk8?authuser=0&hl=en&rclk=1,Torrent auto a/c,notavailable,"5CVH+JXW, Al-Rayyan",notavailable,3069 4151,0x3e45d7016d8ffefd:0x4f0674932a0966cc,notavailable,notavailable,notavailable,notavailable,25.194187,51.4300443,7:30 AM-8:30 PM,7:30 AM-8:30 PM,Closed,7:30 AM-8:30 PM,7:30 AM-8:30 PM,Closed,7:30 AM-8:30 PM,0x3e45d7016d8ffefd:0x4f0674932a0966cc,success,2026-03-03T03:01:43.403Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Ras Rakan,https://www.google.com/maps/place/RSL+TRADING+AND+CAR+REPAIRS/data=!4m7!3m6!1s0x3e45c5007e82e1cd:0xfaab2adcfdd8b11b!8m2!3d25.2748938!4d51.5223882!16s%2Fg%2F11y7swh70_!19sChIJzeGCfgDFRT4RG7HY_dwqq_o?authuser=0&hl=en&rclk=1,RSL TRADING AND CAR REPAIRS,notavailable,"7GFC+XX2, B Ring Rd, Doha",rslgroupqatar.com,7080 2233,0x3e45c5007e82e1cd:0xfaab2adcfdd8b11b,5.0,3,notavailable,notavailable,25.2748938,51.5223882,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,3-9 PM,8 AM-10 PM,0x3e45c5007e82e1cd:0xfaab2adcfdd8b11b,success,2026-03-03T03:02:55.040Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Jeryan,https://www.google.com/maps/place/Desert+Queen+Garage/data=!4m7!3m6!1s0x3e45d12b1ed127c9:0x280695b4f0a4d106!8m2!3d25.1905099!4d51.4321898!16s%2Fg%2F11gfjbzmxd!19sChIJySfRHivRRT4RBtGk8LSVBig?authuser=0&hl=en&rclk=1,Desert Queen Garage,notavailable,"5CRJ+6V4, Al Inshaat Ar, Rayyan",facebook.com,7033 0514,0x3e45d12b1ed127c9:0x280695b4f0a4d106,4.7,29,notavailable,notavailable,25.1905099,51.4321898,7 AM-12 PM3-7 PM,7 AM-12 PM3-7 PM,7 AM-12 PM3-7 PM,7 AM-12 PM3-7 PM,7 AM-12 PM3-7 PM,Closed,7 AM-12 PM3-7 PM,0x3e45d12b1ed127c9:0x280695b4f0a4d106,success,2026-03-03T03:03:46.668Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Umm Salal Mohammed,https://www.google.com/maps/place/Air+condition+works+and+All+maintenance+work/data=!4m7!3m6!1s0x3e45e1d244360dbd:0xe0afdf1f006d9aa!8m2!3d25.3957673!4d51.4237672!16s%2Fg%2F11j0ffsrkb!19sChIJvQ02RNLhRT4RqtkG8PH9Cg4?authuser=0&hl=en&rclk=1,Air condition works and All maintenance work,notavailable,"560 Umme, Umm Salal Muhammed",notavailable,6688 9192,0x3e45e1d244360dbd:0xe0afdf1f006d9aa,5.0,10,notavailable,notavailable,25.3957673,51.4237672,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3-5 PM10 PM-12 AM,Open 24 hours,0x3e45e1d244360dbd:0xe0afdf1f006d9aa,success,2026-03-03T03:04:13.912Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Umm Salal Mohammed,https://www.google.com/maps/place/almawred+for+services+%26+maintenance+cars/data=!4m7!3m6!1s0x3e45e1e0cae379d9:0x8af67f8d291dae7c!8m2!3d25.4215346!4d51.3899462!16s%2Fg%2F11tjd05bqt!19sChIJ2XnjyuDhRT4RfK4dKY1_9oo?authuser=0&hl=en&rclk=1,almawred for services & maintenance cars,notavailable,"C9CQ+JX, Umm Salal Muhammed",notavailable,3113 9449,0x3e45e1e0cae379d9:0x8af67f8d291dae7c,4.5,2,notavailable,notavailable,25.4215346,51.3899462,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,Closed,8 AM-10 PM,0x3e45e1e0cae379d9:0x8af67f8d291dae7c,success,2026-03-03T03:04:20.124Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Umm Salal Mohammed,https://www.google.com/maps/place/AL+SHARQI+AUTO+SERVICE+AND+TREADING/data=!4m7!3m6!1s0x3e45e180da2a90e5:0xf42981c8704c963e!8m2!3d25.4219871!4d51.4064024!16s%2Fg%2F11wnjdvr1k!19sChIJ5ZAq2oDhRT4RPpZMcMiBKfQ?authuser=0&hl=en&rclk=1,AL SHARQI AUTO SERVICE AND TREADING,notavailable,"750 71 zone, Umm Salal Muhammed",notavailable,5048 3717,0x3e45e180da2a90e5:0xf42981c8704c963e,5.0,1,notavailable,notavailable,25.4219871,51.4064024,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,0x3e45e180da2a90e5:0xf42981c8704c963e,success,2026-03-03T03:04:39.481Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Izghawa (Umm Salal Side),https://www.google.com/maps/place/ACC+-+Arctic+Cooling+Company+-+Car+AC+Parts/data=!4m7!3m6!1s0x3e45db5b74366909:0xaf4244e4e26d1dfc!8m2!3d25.2462608!4d51.4535897!16s%2Fg%2F11kqrjc_gl!19sChIJCWk2dFvbRT4R_B1t4uREQq8?authuser=0&hl=en&rclk=1,ACC - Arctic Cooling Company - Car AC Parts,notavailable,"Building 61, Zone 55, 185 Al Aziziya St, Doha",notavailable,5104 0725,0x3e45db5b74366909:0xaf4244e4e26d1dfc,4.9,14,notavailable,notavailable,25.2462608,51.4535897,7 AM-9 PM,7 AM-9 PM,7 AM-9 PM,7 AM-9 PM,7 AM-9 PM,Closed,7 AM-9 PM,0x3e45db5b74366909:0xaf4244e4e26d1dfc,success,2026-03-03T03:05:06.512Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Izghawa (Umm Salal Side),https://www.google.com/maps/place/Shifter+Auto+Services+Nuaija/data=!4m7!3m6!1s0x3e45cff0c993e89b:0x3a18fc0cbd5f9b21!8m2!3d25.2423984!4d51.5246142!16s%2Fg%2F11zj104g6_!19sChIJm-iTyfDPRT4RIZtfvQz8GDo?authuser=0&hl=en&rclk=1,Shifter Auto Services Nuaija,notavailable,Doha,notavailable,3003 0327,0x3e45cff0c993e89b:0x3a18fc0cbd5f9b21,5.0,36,notavailable,notavailable,25.2423984,51.5246142,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,Closed,8 AM-10 PM,0x3e45cff0c993e89b:0x3a18fc0cbd5f9b21,success,2026-03-03T03:05:12.764Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Shahaniya City,https://www.google.com/maps/place/Al+Sheikh+Auto+Electrician+and+Radiator+Repair/data=!4m7!3m6!1s0x3e45d1425f545405:0x46f0b710f5ec161c!8m2!3d25.2240297!4d51.4336816!16s%2Fg%2F11khkgsdv9!19sChIJBVRUX0LRRT4RHBbs9RC38EY?authuser=0&hl=en&rclk=1,Al Sheikh Auto Electrician and Radiator Repair,notavailable,"100 56, Doha",notavailable,3369 0087,0x3e45d1425f545405:0x46f0b710f5ec161c,4.6,8,notavailable,notavailable,25.2240297,51.4336816,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,3:30-10 PM,8 AM-10 PM,0x3e45d1425f545405:0x46f0b710f5ec161c,success,2026-03-03T03:05:38.794Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Shahaniya City,https://www.google.com/maps/place/Al+Sumaiti+Auto+Electric+and+Repairing+Centre/data=!4m7!3m6!1s0x3e45d99a26c0d22b:0xef6aab0deded9e86!8m2!3d25.2728012!4d51.4131126!16s%2Fg%2F11kf3tx5ps!19sChIJK9LAJprZRT4Rhp7t7Q2rau8?authuser=0&hl=en&rclk=1,Al Sumaiti Auto Electric and Repairing Centre,notavailable,"7CF7+55, Doha",notavailable,5582 7958,0x3e45d99a26c0d22b:0xef6aab0deded9e86,4.0,8,notavailable,notavailable,25.2728012,51.4131126,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,0x3e45d99a26c0d22b:0xef6aab0deded9e86,success,2026-03-03T03:05:44.761Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Shahaniya City,https://www.google.com/maps/place/ROSENY+AUTO+ELECTRIC+CAR/data=!4m7!3m6!1s0x3e45d17cd8a3f761:0x5bbe41e2dc9bee34!8m2!3d25.2370776!4d51.4504837!16s%2Fg%2F11n0pn9vp6!19sChIJYfej2HzRRT4RNO6b3OJBvls?authuser=0&hl=en&rclk=1,ROSENY AUTO ELECTRIC CAR,notavailable,"Salwa Rd, Doha",notavailable,5536 2152,0x3e45d17cd8a3f761:0x5bbe41e2dc9bee34,3.8,12,notavailable,notavailable,25.2370776,51.4504837,7 AM-1 PM3-10:30 PM,7 AM-1 PM3-10:30 PM,7 AM-1 PM3-10:30 PM,7 AM-1 PM3-10:30 PM,7 AM-1 PM3-10:30 PM,3-9 PM,7 AM-1 PM3-10:30 PM,0x3e45d17cd8a3f761:0x5bbe41e2dc9bee34,success,2026-03-03T03:05:50.895Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Shahaniya City,https://www.google.com/maps/place/Central+Auto+Electrical+Repair+car/data=!4m7!3m6!1s0x3e45d9cb4eb2eb87:0x43de63fa1f78de5!8m2!3d25.2807202!4d51.4126934!16s%2Fg%2F11vl9fxpr5!19sChIJh-uyTsvZRT4R5Y33oT_mPQQ?authuser=0&hl=en&rclk=1,Central Auto Electrical Repair car,notavailable,"Building Number 86, Al Tawba St, Doha",notavailable,7445 3257,0x3e45d9cb4eb2eb87:0x43de63fa1f78de5,5.0,2,notavailable,notavailable,25.2807202,51.4126934,8 AM-1 PM4-10 PM,8 AM-1 PM4-10 PM,8 AM-1 PM4-10 PM,8 AM-1 PM4-10 PM,8 AM-1 PM4-10 PM,8 AM-1 PM4-10 PM,8 AM-1 PM4-10 PM,0x3e45d9cb4eb2eb87:0x43de63fa1f78de5,success,2026-03-03T03:05:58.433Z,,,https://lh3.googleusercontent.com/p/AF1QipMdw4k7EVxhUfxLc2i15lOKuMaEqC71iP96G95-=w530-h298-k-no,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Shahaniya City,https://www.google.com/maps/place/New+Fourweel+Auto+Electric+%26+AC+Repairing/data=!4m7!3m6!1s0x3e45dd8764f7879b:0x1e5dfa557ce02500!8m2!3d25.331291!4d51.4703086!16s%2Fg%2F11kpzrg223!19sChIJm4f3ZIfdRT4RACXgfFX6XR4?authuser=0&hl=en&rclk=1,New Fourweel Auto Electric & AC Repairing,notavailable,"8FJC+G35, 960 Madinat Khalifa St, Doha",notavailable,3099 7005,0x3e45dd8764f7879b:0x1e5dfa557ce02500,3.3,3,notavailable,notavailable,25.331291,51.4703086,7:30 AM-12:30 PM3:30-10 PM,8 AM-12:30 PM3-10 PM,8 AM-12:30 PM3-10 PM,8 AM-12:30 PM3-10 PM,8 AM-12:30 PM3-10 PM,8 AM-12:30 PM3-10 PM,8 AM-12:30 PM3-10 PM,0x3e45dd8764f7879b:0x1e5dfa557ce02500,success,2026-03-03T03:06:11.125Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Otouriya,https://www.google.com/maps/place/Al+Aliya+Silencer+AC+Car+Repairing+Center/data=!4m7!3m6!1s0x3e45d1c9bd6e4a91:0xa196594bceb4ad0e!8m2!3d25.2190181!4d51.4373587!16s%2Fg%2F11vr2gs7rz!19sChIJkUpuvcnRRT4RDq20zktZlqE?authuser=0&hl=en&rclk=1,Al Aliya Silencer AC Car Repairing Center,notavailable,"Street 100, building 53 Industrial Area, Doha",notavailable,5531 8352,0x3e45d1c9bd6e4a91:0xa196594bceb4ad0e,5.0,5,notavailable,notavailable,25.2190181,51.4373587,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,2-9 PM,7 AM-10 PM,0x3e45d1c9bd6e4a91:0xa196594bceb4ad0e,success,2026-03-03T03:07:06.223Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Al Otouriya,https://www.google.com/maps/place/DOHA+AC+REPAIR+AND+SERVICING+CENTRE/data=!4m7!3m6!1s0x3e45db8c141569c3:0x76961542a709e1c2!8m2!3d25.2581857!4d51.502997!16s%2Fg%2F11tny5chwb!19sChIJw2kVFIzbRT4RwuEJp0IVlnY?authuser=0&hl=en&rclk=1,DOHA AC REPAIR AND SERVICING CENTRE,notavailable,"7G53+77J, Doha",notavailable,3330 7529,0x3e45db8c141569c3:0x76961542a709e1c2,4.2,6,notavailable,notavailable,25.2581857,51.502997,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,0x3e45db8c141569c3:0x76961542a709e1c2,success,2026-03-03T03:07:14.202Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Dukhan Port,"https://www.google.com/maps/place/Dukhan+Car+Repair+Services+%28Mechanic,+Electrical,+Punchery%29/data=!4m7!3m6!1s0x3e4625289c280877:0x91955a7b81eee5bb!8m2!3d25.4465917!4d50.8773983!16s%2Fg%2F11x5cr0qtd!19sChIJdwgonCglRj4Ru-XugXtalZE?authuser=0&hl=en&rclk=1","Dukhan Car Repair Services (Mechanic, Electrical, Punchery)",notavailable,"https://maps.app.goo.gl/KSiV2CDnFZNguc7N6, Dukhan",notavailable,5007 5967,0x3e4625289c280877:0x91955a7b81eee5bb,5.0,2,notavailable,notavailable,25.4465917,50.8773983,7:30 AM-1 PM3:30-9:30 PM,7:30 AM-1 PM3:30-9:30 PM,7:30 AM-1 PM3:30-9:30 PM,7:30 AM-1 PM3:30-9:30 PM,7:30 AM-1 PM3:30-9:30 PM,3:30-9:30 PM,7:30 AM-1 PM3:30-9:30 PM,0x3e4625289c280877:0x91955a7b81eee5bb,success,2026-03-03T03:07:36.145Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Umm Bab North,https://www.google.com/maps/place/Danbar+Auto+Electrical+%26+Trading+%28Car+AC+Repair+Shop%29/data=!4m7!3m6!1s0x3e45d10054386c53:0x12e2e78378ddf049!8m2!3d25.2273569!4d51.4321588!16s%2Fg%2F11y7h9xv3m!19sChIJU2w4VADRRT4RSfDdeIPn4hI?authuser=0&hl=en&rclk=1,Danbar Auto Electrical & Trading (Car AC Repair Shop),notavailable,"Al Safsaf St, Al furosia St, Doha",notavailable,5531 4672,0x3e45d10054386c53:0x12e2e78378ddf049,5.0,2,notavailable,notavailable,25.2273569,51.4321588,7:30 AM-2 AM,7:30 AM-2 AM,7:30 AM-2 AM,7:30 AM-2 AM,7:30 AM-2 AM,3 AM-2 AM,7:30 AM-2 AM,0x3e45d10054386c53:0x12e2e78378ddf049,success,2026-03-03T03:08:22.496Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Lusail Central Business District,https://www.google.com/maps/place/Columbia+Car+Services/data=!4m7!3m6!1s0x3e45d0a8a8ce6d69:0xd4889ebc467c0aa6!8m2!3d25.2314014!4d51.4411536!16s%2Fg%2F11fx8fz08d!19sChIJaW3OqKjQRT4Rpgp8RryeiNQ?authuser=0&hl=en&rclk=1,Columbia Car Services,notavailable,Doha,notavailable,5535 1885,0x3e45d0a8a8ce6d69:0xd4889ebc467c0aa6,4.7,15,notavailable,notavailable,25.2314014,51.4411536,7 AM-12:30 PM3:30-9 PM,7 AM-12:30 PM3:30-9 PM,7 AM-12:30 PM3:30-9 PM,7 AM-12:30 PM3:30-9 PM,7 AM-12:30 PM3:30-9 PM,Closed,Closed,0x3e45d0a8a8ce6d69:0xd4889ebc467c0aa6,success,2026-03-03T03:09:59.490Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar Lusail Central Business District,"https://www.google.com/maps/place/Top-Rated+Air+Conditioning+Repair+%26+Ac+Maintenance+Services+in+Doha,+Qatar/data=!4m7!3m6!1s0x3e45cffdb4614ffb:0x997b0ee34e29c5f6!8m2!3d25.3194637!4d51.468979!16s%2Fg%2F11w91vq9fm!19sChIJ-09htP3PRT4R9sUpTuMOe5k?authuser=0&hl=en&rclk=1","Top-Rated Air Conditioning Repair & Ac Maintenance Services in Doha, Qatar",notavailable,"Zone 45, Al Furjan Market, 902, Near Souq Al Ali St, Doha",topacservice.com,3038 9641,0x3e45cffdb4614ffb:0x997b0ee34e29c5f6,5.0,15,notavailable,notavailable,25.3194637,51.468979,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,Monday-Sunday 24 Hours,0x3e45cffdb4614ffb:0x997b0ee34e29c5f6,success,2026-03-03T03:10:07.677Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar National Psychiatric Hospital,https://www.google.com/maps/place/Alktsasy+specialist+auto+electrician/data=!4m7!3m6!1s0x3e45dacd5fba445f:0x428b0d7ceac1fdca!8m2!3d25.2880801!4d51.5138594!16s%2Fg%2F11f3r71r1j!19sChIJX0S6X83aRT4Ryv3B6nwNi0I?authuser=0&hl=en&rclk=1,Alktsasy specialist auto electrician,notavailable,Doha,notavailable,5509 4785,0x3e45dacd5fba445f:0x428b0d7ceac1fdca,4.5,2,notavailable,notavailable,25.2880801,51.5138594,8 AM-1 PM3-9 PM,8 AM-1 PM3-9 PM,8 AM-1 PM3-5 PM,8 AM-1 PM3-9 PM,8 AM-1 PM3-9 PM,Closed,8 AM-1 PM3-9 PM,0x3e45dacd5fba445f:0x428b0d7ceac1fdca,success,2026-03-03T03:11:34.995Z,,,,,,,,,,,,,,,,,,,,
ac maintenance  for cars automobile Qatar National Psychiatric Hospital,https://www.google.com/maps/place/Royal+German+Auto+Electrical/data=!4m7!3m6!1s0x3e45db869eee4625:0xda35d44b6b00c098!8m2!3d25.2420625!4d51.4551875!16s%2Fg%2F11l1_sw_s0!19sChIJJUbunobbRT4RmMAAa0vUNdo?authuser=0&hl=en&rclk=1,Royal German Auto Electrical,notavailable,"Near Qatar post, Doha",notavailable,5122 4488,0x3e45db869eee4625:0xda35d44b6b00c098,4.9,8,notavailable,notavailable,25.2420625,51.4551875,8 AM-1 PM3-11 PM,8 AM-1 PM3-11 PM,8 AM-1 PM3-11 PM,8 AM-1 PM3-11 PM,8 AM-1 PM3-11 PM,1-11 PM,8 AM-1 PM3-11 PM,0x3e45db869eee4625:0xda35d44b6b00c098,success,2026-03-03T03:12:08.140Z,,,,,,,,,,,,,,,,,,,,
